contestant_id,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,elimination_week,J_pct,week,industry_std,is_US,age_bin,rank_judge,rank_final
Chandler Kinney_S33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,finalist,76.66666666666667,1,Actor,1,18-25,1.0,3
Danny Amendola_S33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,,66.66666666666666,1,Athlete,1,36-45,5.0,5
Dwight Howard _S33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,7,73.33333333333333,1,Athlete,1,36-45,2.0,6
Eric Roberts_S33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,3,50.0,1,Actor,1,55+,13.0,10
Ilona Maher_S33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,finalist,60.0,1,Athlete,1,26-35,8.0,2
Jenn Tran_S33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,6,63.33333333333333,1,TV_Personality,1,26-35,6.0,7
Joey Graziadei_S33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,finalist,70.0,1,TV_Personality,1,26-35,3.0,1
Phaedra Parks_S33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,5,63.33333333333333,1,TV_Personality,1,46-55,6.0,8
Reginald VelJohnson_S33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,3,53.333333333333336,1,Actor,1,55+,12.0,10
Stephen Nedoroscik_S33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,,70.0,1,Athlete,1,26-35,3.0,4
Tori Spelling_S33,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,2,56.66666666666666,1,Actor,1,46-55,11.0,12
Anna Delvey_S33,Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,2,56.66666666666666,2,Other,0,26-35,11.0,12
Brooks Nader_S33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,4,66.66666666666666,2,Model,1,26-35,8.0,9
Chandler Kinney_S33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,finalist,80.0,2,Actor,1,18-25,1.0,3
Danny Amendola_S33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,,70.0,2,Athlete,1,36-45,5.0,5
Dwight Howard _S33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,7,73.33333333333333,2,Athlete,1,36-45,2.0,6
Eric Roberts_S33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,3,50.0,2,Actor,1,55+,12.0,10
Ilona Maher_S33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,finalist,70.0,2,Athlete,1,26-35,5.0,2
Jenn Tran_S33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,6,63.33333333333333,2,TV_Personality,1,26-35,9.0,7
Joey Graziadei_S33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,finalist,73.33333333333333,2,TV_Personality,1,26-35,2.0,1
Phaedra Parks_S33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,5,70.0,2,TV_Personality,1,46-55,5.0,8
Reginald VelJohnson_S33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,3,50.0,2,Actor,1,55+,12.0,10
Stephen Nedoroscik_S33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,,73.33333333333333,2,Athlete,1,26-35,2.0,4
Tori Spelling_S33,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,2,63.33333333333333,2,Actor,1,46-55,9.0,12
Brooks Nader_S33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,4,76.25,3,Model,1,26-35,5.0,9
Chandler Kinney_S33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,finalist,86.25,3,Actor,1,18-25,2.0,3
Danny Amendola_S33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,,75.0,3,Athlete,1,36-45,6.0,5
Dwight Howard _S33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,7,65.0,3,Athlete,1,36-45,9.0,6
Eric Roberts_S33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,3,57.49999999999999,3,Actor,1,55+,10.0,10
Ilona Maher_S33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,finalist,70.0,3,Athlete,1,26-35,7.0,2
Jenn Tran_S33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,6,77.5,3,TV_Personality,1,26-35,3.0,7
Joey Graziadei_S33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,finalist,87.5,3,TV_Personality,1,26-35,1.0,1
Phaedra Parks_S33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,5,70.0,3,TV_Personality,1,46-55,7.0,8
Reginald VelJohnson_S33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,3,52.5,3,Actor,1,55+,11.0,10
Stephen Nedoroscik_S33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,,77.5,3,Athlete,1,26-35,3.0,4
Brooks Nader_S33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,4,80.0,4,Model,1,26-35,4.0,9
Chandler Kinney_S33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,finalist,80.0,4,Actor,1,18-25,4.0,3
Danny Amendola_S33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,,90.0,4,Athlete,1,36-45,1.0,5
Dwight Howard _S33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,7,72.5,4,Athlete,1,36-45,9.0,6
Ilona Maher_S33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,finalist,80.0,4,Athlete,1,26-35,4.0,2
Jenn Tran_S33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,6,80.0,4,TV_Personality,1,26-35,4.0,7
Joey Graziadei_S33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,finalist,90.0,4,TV_Personality,1,26-35,1.0,1
Phaedra Parks_S33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,5,80.0,4,TV_Personality,1,46-55,4.0,8
Stephen Nedoroscik_S33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,,82.5,4,Athlete,1,26-35,3.0,4
Chandler Kinney_S33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,finalist,90.0,5,Actor,1,18-25,1.0,3
Danny Amendola_S33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,,85.0,5,Athlete,1,36-45,4.0,5
Dwight Howard _S33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,7,80.0,5,Athlete,1,36-45,6.0,6
Ilona Maher_S33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,finalist,86.66666666666667,5,Athlete,1,26-35,2.0,2
Jenn Tran_S33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,6,85.0,5,TV_Personality,1,26-35,4.0,7
Joey Graziadei_S33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,finalist,86.66666666666667,5,TV_Personality,1,26-35,2.0,1
Phaedra Parks_S33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,5,80.0,5,TV_Personality,1,46-55,6.0,8
Stephen Nedoroscik_S33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,,80.0,5,Athlete,1,26-35,6.0,4
Chandler Kinney_S33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,finalist,53.333333333333336,6,Actor,1,18-25,4.0,3
Danny Amendola_S33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,,93.33333333333331,6,Athlete,1,36-45,1.0,5
Dwight Howard _S33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,7,51.66666666666667,6,Athlete,1,36-45,6.0,6
Ilona Maher_S33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,finalist,80.0,6,Athlete,1,26-35,3.0,2
Jenn Tran_S33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,6,51.66666666666667,6,TV_Personality,1,26-35,6.0,7
Joey Graziadei_S33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,finalist,53.333333333333336,6,TV_Personality,1,26-35,4.0,1
Stephen Nedoroscik_S33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,,93.33333333333331,6,Athlete,1,26-35,1.0,4
Chandler Kinney_S33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,finalist,100.0,7,Actor,1,18-25,1.0,3
Danny Amendola_S33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,,85.0,7,Athlete,1,36-45,5.0,5
Dwight Howard _S33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,7,80.0,7,Athlete,1,36-45,6.0,6
Ilona Maher_S33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,finalist,86.66666666666667,7,Athlete,1,26-35,4.0,2
Joey Graziadei_S33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,finalist,91.66666666666666,7,TV_Personality,1,26-35,2.0,1
Stephen Nedoroscik_S33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,,90.0,7,Athlete,1,26-35,3.0,4
Chandler Kinney_S33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,finalist,96.66666666666669,8,Actor,1,18-25,1.0,3
Danny Amendola_S33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,,90.0,8,Athlete,1,36-45,4.0,5
Ilona Maher_S33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,finalist,95.0,8,Athlete,1,26-35,3.0,2
Joey Graziadei_S33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,finalist,96.66666666666669,8,TV_Personality,1,26-35,1.0,1
Stephen Nedoroscik_S33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,,88.33333333333333,8,Athlete,1,26-35,5.0,4
Chandler Kinney_S33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,finalist,100.0,9,Actor,1,18-25,1.0,3
Danny Amendola_S33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,,93.33333333333331,9,Athlete,1,36-45,5.0,5
Ilona Maher_S33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,finalist,95.0,9,Athlete,1,26-35,4.0,2
Joey Graziadei_S33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,finalist,98.33333333333331,9,TV_Personality,1,26-35,2.0,1
Stephen Nedoroscik_S33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,,98.33333333333331,9,Athlete,1,26-35,2.0,4
Alix Earle_S34,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,finalist,65.0,1,Other,1,18-25,4.0,2
Andy Richter_S34,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,9,45.0,1,Comedian,1,55+,13.0,7
Baron Davis_S34,Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,2,50.0,1,Athlete,1,46-55,9.0,13
Corey Feldman_S34,Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,2,45.0,1,Actor,1,46-55,13.0,13
Danielle Fishel_S34,Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,8,60.0,1,Actor,1,36-45,6.0,8
Dylan Efron_S34,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,,50.0,1,TV_Personality,1,26-35,9.0,4
Elaine Hendrix_S34,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,,60.0,1,Actor,1,46-55,6.0,5
Hilaria Baldwin_S34,Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,4,70.0,1,Other,1,36-45,3.0,11
Jen Affleck_S34,Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,7,60.0,1,TV_Personality,1,26-35,6.0,9
Jordan Chiles_S34,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,finalist,50.0,1,Athlete,1,18-25,9.0,3
Lauren Jauregui_S34,Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,3,65.0,1,Musician,1,26-35,4.0,12
Robert Irwin_S34,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,finalist,75.0,1,Other,0,18-25,1.0,1
Scott Hoying_S34,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,6,50.0,1,Musician,1,26-35,9.0,10
Whitney Leavitt_S34,Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,10,75.0,1,TV_Personality,1,26-35,1.0,6
Alix Earle_S34,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,finalist,70.0,2,Other,1,18-25,5.0,2
Andy Richter_S34,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,9,53.333333333333336,2,Comedian,1,55+,13.0,7
Baron Davis_S34,Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,2,60.0,2,Athlete,1,46-55,11.0,13
Corey Feldman_S34,Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,2,50.0,2,Actor,1,46-55,14.0,13
Danielle Fishel_S34,Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,8,63.33333333333333,2,Actor,1,36-45,10.0,8
Dylan Efron_S34,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,,66.66666666666666,2,TV_Personality,1,26-35,9.0,4
Elaine Hendrix_S34,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,,70.0,2,Actor,1,46-55,5.0,5
Hilaria Baldwin_S34,Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,4,70.0,2,Other,1,36-45,5.0,11
Jen Affleck_S34,Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,7,73.33333333333333,2,TV_Personality,1,26-35,1.0,9
Jordan Chiles_S34,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,finalist,73.33333333333333,2,Athlete,1,18-25,1.0,3
Lauren Jauregui_S34,Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,3,70.0,2,Musician,1,26-35,5.0,12
Robert Irwin_S34,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,finalist,73.33333333333333,2,Other,0,18-25,1.0,1
Scott Hoying_S34,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,6,60.0,2,Musician,1,26-35,11.0,10
Whitney Leavitt_S34,Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,10,73.33333333333333,2,TV_Personality,1,26-35,1.0,6
Alix Earle_S34,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,finalist,76.66666666666667,3,Other,1,18-25,3.0,2
Andy Richter_S34,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,9,60.0,3,Comedian,1,55+,11.0,7
Danielle Fishel_S34,Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,8,70.0,3,Actor,1,36-45,8.0,8
Dylan Efron_S34,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,,76.66666666666667,3,TV_Personality,1,26-35,3.0,4
Elaine Hendrix_S34,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,,70.0,3,Actor,1,46-55,8.0,5
Hilaria Baldwin_S34,Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,4,73.33333333333333,3,Other,1,36-45,5.0,11
Jen Affleck_S34,Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,7,63.33333333333333,3,TV_Personality,1,26-35,10.0,9
Jordan Chiles_S34,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,finalist,80.0,3,Athlete,1,18-25,1.0,3
Lauren Jauregui_S34,Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,3,60.0,3,Musician,1,26-35,11.0,12
Robert Irwin_S34,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,finalist,73.33333333333333,3,Other,0,18-25,5.0,1
Scott Hoying_S34,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,6,73.33333333333333,3,Musician,1,26-35,5.0,10
Whitney Leavitt_S34,Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,10,80.0,3,TV_Personality,1,26-35,1.0,6
Alix Earle_S34,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,finalist,80.0,4,Other,1,18-25,2.0,2
Andy Richter_S34,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,9,60.0,4,Comedian,1,55+,11.0,7
Danielle Fishel_S34,Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,8,70.0,4,Actor,1,36-45,9.0,8
Dylan Efron_S34,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,,76.66666666666667,4,TV_Personality,1,26-35,5.0,4
Elaine Hendrix_S34,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,,80.0,4,Actor,1,46-55,2.0,5
Hilaria Baldwin_S34,Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,4,76.66666666666667,4,Other,1,36-45,5.0,11
Jen Affleck_S34,Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,7,76.66666666666667,4,TV_Personality,1,26-35,5.0,9
Jordan Chiles_S34,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,finalist,80.0,4,Athlete,1,18-25,2.0,3
Robert Irwin_S34,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,finalist,73.33333333333333,4,Other,0,18-25,8.0,1
Scott Hoying_S34,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,6,70.0,4,Musician,1,26-35,9.0,10
Whitney Leavitt_S34,Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,10,83.33333333333334,4,TV_Personality,1,26-35,1.0,6
Alix Earle_S34,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,finalist,87.5,5,Other,1,18-25,2.0,2
Andy Richter_S34,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,9,60.0,5,Comedian,1,55+,10.0,7
Danielle Fishel_S34,Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,8,72.5,5,Actor,1,36-45,8.0,8
Dylan Efron_S34,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,,90.0,5,TV_Personality,1,26-35,1.0,4
Elaine Hendrix_S34,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,,75.0,5,Actor,1,46-55,6.0,5
Jen Affleck_S34,Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,7,72.5,5,TV_Personality,1,26-35,8.0,9
Jordan Chiles_S34,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,finalist,80.0,5,Athlete,1,18-25,5.0,3
Robert Irwin_S34,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,finalist,87.5,5,Other,0,18-25,2.0,1
Scott Hoying_S34,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,6,75.0,5,Musician,1,26-35,6.0,10
Whitney Leavitt_S34,Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,10,82.5,5,TV_Personality,1,26-35,4.0,6
Alix Earle_S34,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,finalist,87.5,6,Other,1,18-25,6.0,2
Andy Richter_S34,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,9,67.5,6,Comedian,1,55+,10.0,7
Danielle Fishel_S34,Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,8,90.0,6,Actor,1,36-45,3.0,8
Dylan Efron_S34,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,,80.0,6,TV_Personality,1,26-35,7.0,4
Elaine Hendrix_S34,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,,90.0,6,Actor,1,46-55,3.0,5
Jen Affleck_S34,Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,7,80.0,6,TV_Personality,1,26-35,7.0,9
Jordan Chiles_S34,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,finalist,97.5,6,Athlete,1,18-25,1.0,3
Robert Irwin_S34,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,finalist,90.0,6,Other,0,18-25,3.0,1
